,User_Name,Game_Name,Rating,User_Enc,Game_Enc
16,User 67,Red Dead Redemption 2,0.5,16,0
21,User 939,Red Dead Redemption 2,1.0,21,0
29,User 2940,Red Dead Redemption 2,0.9,29,0
35,User 82,Red Dead Redemption 2,0.5,35,0
55,User 2203,Red Dead Redemption 2,0.9,55,0
65,User 119,Red Dead Redemption 2,0.7,65,0
93,User 1037,Red Dead Redemption 2,1.0,93,0
99,User 2688,Red Dead Redemption 2,0.8,99,0
144,User 2082,Red Dead Redemption 2,1.0,144,0
168,User 85,Red Dead Redemption 2,0.5,168,0
200,User 3132,Red Dead Redemption 2,1.0,200,0
280,User 2304,Red Dead Redemption 2,0.9,280,0
318,User 860,Red Dead Redemption 2,0.0,318,0
379,User 1842,Red Dead Redemption 2,1.0,379,0
399,User 1005,Red Dead Redemption 2,0.7,399,0
407,User 941,Red Dead Redemption 2,1.0,407,0
408,User 663,Red Dead Redemption 2,0.4,408,0
415,User 112,Red Dead Redemption 2,1.0,415,0
435,User 3123,Red Dead Redemption 2,1.0,435,0
450,User 734,Red Dead Redemption 2,1.0,450,0
454,User 2137,Red Dead Redemption 2,0.6,454,0
459,User 2811,Red Dead Redemption 2,0.6,459,0
473,User 2513,Red Dead Redemption 2,1.0,473,0
542,User 1999,Red Dead Redemption 2,0.9,542,0
563,User 1324,Red Dead Redemption 2,1.0,563,0
600,User 1222,Red Dead Redemption 2,1.0,600,0
637,User 894,Red Dead Redemption 2,0.4,637,0
676,User 2996,Red Dead Redemption 2,0.7,676,0
678,User 3115,Red Dead Redemption 2,0.9,678,0
687,User 732,Red Dead Redemption 2,0.4,687,0
705,User 948,Red Dead Redemption 2,1.0,705,0
721,User 291,Red Dead Redemption 2,0.9,721,0
723,User 2309,Red Dead Redemption 2,1.0,723,0
756,User 1018,Red Dead Redemption 2,1.0,756,0
811,User 755,Red Dead Redemption 2,0.4,811,0
830,User 2116,Red Dead Redemption 2,0.1,830,0
833,User 1313,Red Dead Redemption 2,1.0,833,0
845,User 2241,Red Dead Redemption 2,0.7,845,0
860,User 22,Red Dead Redemption 2,0.5,860,0
866,User 260,Red Dead Redemption 2,1.0,866,0
872,User 2320,Red Dead Redemption 2,1.0,872,0
894,User 518,Red Dead Redemption 2,0.4,894,0
917,User 1967,Red Dead Redemption 2,1.0,917,0
933,User 1912,Red Dead Redemption 2,1.0,933,0
979,User 2061,Red Dead Redemption 2,1.0,979,0
980,User 3022,Red Dead Redemption 2,1.0,980,0
992,User 2791,Red Dead Redemption 2,0.9,992,0
1049,User 7,Red Dead Redemption 2,0.7,1049,0
1056,User 492,Red Dead Redemption 2,1.0,1056,0
1065,User 2733,Red Dead Redemption 2,0.8,1065,0
1078,User 2765,Red Dead Redemption 2,1.0,1078,0
1085,User 345,Red Dead Redemption 2,1.0,1085,0
1093,User 904,Red Dead Redemption 2,0.7,1093,0
1117,User 3080,Red Dead Redemption 2,1.0,1117,0
1195,User 1629,Red Dead Redemption 2,1.0,1195,0
1198,User 2875,Red Dead Redemption 2,1.0,1198,0
1200,User 1140,Red Dead Redemption 2,1.0,1200,0
1214,User 2412,Red Dead Redemption 2,0.1,1214,0
1231,User 2170,Red Dead Redemption 2,0.8,1231,0
1233,User 254,Red Dead Redemption 2,1.0,1233,0
1265,User 2150,Red Dead Redemption 2,1.0,1265,0
1294,User 1626,Red Dead Redemption 2,1.0,1294,0
1304,User 411,Red Dead Redemption 2,0.9,1304,0
1364,User 2934,Red Dead Redemption 2,1.0,1364,0
1405,User 2762,Red Dead Redemption 2,1.0,1405,0
1413,User 2070,Red Dead Redemption 2,0.9,1413,0
1442,User 1142,Red Dead Redemption 2,1.0,1442,0
1454,User 1733,Red Dead Redemption 2,0.8,1454,0
1462,User 502,Red Dead Redemption 2,0.3,1462,0
1464,User 2363,Red Dead Redemption 2,0.8,1464,0
1496,User 3017,Red Dead Redemption 2,0.7,1496,0
1548,User 773,Red Dead Redemption 2,0.3,1548,0
1555,User 331,Red Dead Redemption 2,1.0,1555,0
1557,User 2372,Red Dead Redemption 2,1.0,1557,0
1561,User 2980,Red Dead Redemption 2,1.0,1561,0
1574,User 2500,Red Dead Redemption 2,1.0,1574,0
1589,User 3137,Red Dead Redemption 2,0.7,1589,0
1606,User 2992,Red Dead Redemption 2,1.0,1606,0
1632,User 1030,Red Dead Redemption 2,0.7,1632,0
1643,User 2797,Red Dead Redemption 2,1.0,1643,0
1652,User 2711,Red Dead Redemption 2,0.9,1652,0
1666,User 495,Red Dead Redemption 2,1.0,1666,0
1695,User 3002,Red Dead Redemption 2,0.9,1695,0
1744,User 2146,Red Dead Redemption 2,1.0,1744,0
1762,User 543,Red Dead Redemption 2,0.8,1762,0
1783,User 2736,Red Dead Redemption 2,0.6,1783,0
1833,User 1220,Red Dead Redemption 2,1.0,1833,0
1838,User 164,Red Dead Redemption 2,0.7,1838,0
1882,User 1771,Red Dead Redemption 2,0.9,1882,0
1894,User 2831,Red Dead Redemption 2,1.0,1894,0
1895,User 45,Red Dead Redemption 2,0.5,1895,0
1932,User 1916,Red Dead Redemption 2,0.8,1932,0
1944,User 25,Red Dead Redemption 2,0.6,1944,0
1981,User 2538,Red Dead Redemption 2,1.0,1981,0
2012,User 1509,Red Dead Redemption 2,1.0,2012,0
2142,User 1894,Red Dead Redemption 2,1.0,2142,0
2151,User 2153,Red Dead Redemption 2,0.9,2151,0
2179,User 2542,Red Dead Redemption 2,1.0,2179,0
2193,User 91,Red Dead Redemption 2,0.5,2193,0
2213,User 2130,Red Dead Redemption 2,0.9,2213,0
2229,User 2043,Red Dead Redemption 2,0.7,2229,0
2234,User 2993,Red Dead Redemption 2,0.9,2234,0
2259,User 522,Red Dead Redemption 2,0.4,2259,0
2315,User 2210,Red Dead Redemption 2,0.9,2315,0
2326,User 1109,Red Dead Redemption 2,1.0,2326,0
2381,User 2330,Red Dead Redemption 2,0.8,2381,0
2402,User 2611,Red Dead Redemption 2,0.7,2402,0
2416,User 2962,Red Dead Redemption 2,1.0,2416,0
2422,User 2464,Red Dead Redemption 2,0.5,2422,0
2433,User 1293,Red Dead Redemption 2,0.0,2433,0
2444,User 541,Red Dead Redemption 2,0.9,2444,0
2445,User 155,Red Dead Redemption 2,1.0,2445,0
2474,User 169,Red Dead Redemption 2,1.0,2474,0
2491,User 1035,Red Dead Redemption 2,1.0,2491,0
2505,User 2496,Red Dead Redemption 2,1.0,2505,0
2510,User 2685,Red Dead Redemption 2,1.0,2510,0
2518,User 47,Red Dead Redemption 2,0.5,2518,0
2529,User 72,Red Dead Redemption 2,0.6,2529,0
2536,User 1275,Red Dead Redemption 2,1.0,2536,0
2549,User 2058,Red Dead Redemption 2,1.0,2549,0
2610,User 2168,Red Dead Redemption 2,0.8,2610,0
2634,User 2822,Red Dead Redemption 2,1.0,2634,0
2645,User 833,Red Dead Redemption 2,0.0,2645,0
2665,User 2961,Red Dead Redemption 2,0.9,2665,0
2703,User 2195,Red Dead Redemption 2,0.9,2703,0
2725,User 1678,Red Dead Redemption 2,0.9,2725,0
2728,User 170,Red Dead Redemption 2,0.3,2728,0
2828,User 1839,Red Dead Redemption 2,1.0,2828,0
2884,User 321,Red Dead Redemption 2,1.0,2884,0
2887,User 1234,Red Dead Redemption 2,1.0,2887,0
2965,User 3164,Red Dead Redemption 2,0.9,2965,0
2993,User 2288,Red Dead Redemption 2,0.8,2993,0
3004,User 2098,Red Dead Redemption 2,1.0,3004,0
3012,User 1844,Red Dead Redemption 2,0.7,3012,0
3016,User 656,Red Dead Redemption 2,0.9,3016,0
3086,User 2039,Red Dead Redemption 2,0.9,3086,0
3091,User 935,Red Dead Redemption 2,1.0,3091,0
3093,User 3065,Red Dead Redemption 2,0.8,3093,0
3119,User 2684,Red Dead Redemption 2,0.4,3119,0
3125,User 2136,Red Dead Redemption 2,0.8,3125,0
3129,User 2495,Red Dead Redemption 2,1.0,3129,0
3144,User 2671,Red Dead Redemption 2,1.0,3144,0
3152,User 340,Red Dead Redemption 2,1.0,3152,0
3163,User 2006,Red Dead Redemption 2,0.9,3163,0
113538,User 970,Grand Theft Auto V,1.0,199,1
113539,User 3132,Grand Theft Auto V,1.0,200,1
114269,User 3086,Grand Theft Auto V,0.9,930,1
115059,User 561,Grand Theft Auto V,0.9,1720,1
115383,User 2589,Grand Theft Auto V,1.0,2044,1
116524,User 3590,Grand Theft Auto V,1.0,3185,1
116527,User 3322,Grand Theft Auto V,0.9,3188,1
116531,User 3625,Grand Theft Auto V,0.6,3192,1
116534,User 3188,Grand Theft Auto V,0.5,3195,1
116566,User 3447,Grand Theft Auto V,0.6,3227,1
116570,User 3477,Grand Theft Auto V,1.0,3231,1
116603,User 3665,Grand Theft Auto V,1.0,3264,1
116605,User 3416,Grand Theft Auto V,1.0,3266,1
116636,User 3480,Grand Theft Auto V,1.0,3297,1
116667,User 3696,Grand Theft Auto V,0.8,3328,1
116685,User 3443,Grand Theft Auto V,0.4,3346,1
116686,User 3451,Grand Theft Auto V,0.7,3347,1
116695,User 3213,Grand Theft Auto V,0.9,3356,1
116711,User 3514,Grand Theft Auto V,0.2,3372,1
116734,User 3314,Grand Theft Auto V,0.6,3395,1
116754,User 3698,Grand Theft Auto V,1.0,3415,1
116761,User 3365,Grand Theft Auto V,1.0,3422,1
116768,User 3624,Grand Theft Auto V,1.0,3429,1
116771,User 3685,Grand Theft Auto V,0.6,3432,1
116775,User 3728,Grand Theft Auto V,1.0,3436,1
116827,User 3430,Grand Theft Auto V,1.0,3488,1
116841,User 3638,Grand Theft Auto V,0.5,3502,1
116852,User 3376,Grand Theft Auto V,1.0,3513,1
116860,User 3415,Grand Theft Auto V,1.0,3521,1
116863,User 3486,Grand Theft Auto V,0.8,3524,1
116867,User 3231,Grand Theft Auto V,1.0,3528,1
116897,User 3503,Grand Theft Auto V,0.7,3558,1
116909,User 3541,Grand Theft Auto V,1.0,3570,1
116927,User 3612,Grand Theft Auto V,0.8,3588,1
116934,User 3708,Grand Theft Auto V,0.5,3595,1
116938,User 3710,Grand Theft Auto V,0.9,3599,1
116949,User 3618,Grand Theft Auto V,0.7,3610,1
116950,User 3423,Grand Theft Auto V,1.0,3611,1
116959,User 3572,Grand Theft Auto V,0.9,3620,1
116962,User 3521,Grand Theft Auto V,1.0,3623,1
116998,User 3193,Grand Theft Auto V,0.8,3659,1
117023,User 3616,Grand Theft Auto V,1.0,3684,1
117027,User 3482,Grand Theft Auto V,0.8,3688,1
117033,User 3396,Grand Theft Auto V,0.8,3694,1
117054,User 3261,Grand Theft Auto V,1.0,3715,1
117063,User 3346,Grand Theft Auto V,0.8,3724,1
117064,User 3465,Grand Theft Auto V,0.8,3725,1
117065,User 3317,Grand Theft Auto V,1.0,3726,1
228923,User 3158,Persona 5 Royal,1.0,2245,2
230433,User 4029,Persona 5 Royal,1.0,3755,2
230480,User 4042,Persona 5 Royal,1.0,3802,2
230494,User 3739,Persona 5 Royal,0.5,3816,2
230495,User 3758,Persona 5 Royal,1.0,3817,2
230537,User 4112,Persona 5 Royal,0.9,3859,2
230544,User 4117,Persona 5 Royal,0.9,3866,2
230579,User 4055,Persona 5 Royal,1.0,3901,2
230585,User 3883,Persona 5 Royal,0.3,3907,2
230616,User 3799,Persona 5 Royal,1.0,3938,2
230620,User 3831,Persona 5 Royal,1.0,3942,2
230641,User 3859,Persona 5 Royal,1.0,3963,2
230686,User 3798,Persona 5 Royal,1.0,4008,2
230706,User 4107,Persona 5 Royal,1.0,4028,2
230709,User 4125,Persona 5 Royal,1.0,4031,2
230711,User 3797,Persona 5 Royal,0.7,4033,2
230763,User 4149,Persona 5 Royal,1.0,4085,2
230791,User 4111,Persona 5 Royal,0.9,4113,2
230837,User 3910,Persona 5 Royal,1.0,4159,2
230841,User 4081,Persona 5 Royal,1.0,4163,2
340035,User 2746,The Last of Us Remastered,1.0,18,3
340284,User 2973,The Last of Us Remastered,0.9,267,3
340380,User 2105,The Last of Us Remastered,1.0,363,3
340490,User 2513,The Last of Us Remastered,1.0,473,3
340775,User 2401,The Last of Us Remastered,1.0,758,3
340822,User 2502,The Last of Us Remastered,1.0,805,3
340839,User 2896,The Last of Us Remastered,1.0,822,3
341031,User 1791,The Last of Us Remastered,1.0,1014,3
341217,User 1140,The Last of Us Remastered,1.0,1200,3
341314,User 3028,The Last of Us Remastered,0.9,1297,3
341321,User 411,The Last of Us Remastered,1.0,1304,3
341336,User 1429,The Last of Us Remastered,1.0,1319,3
341574,User 2372,The Last of Us Remastered,1.0,1557,3
341737,User 561,The Last of Us Remastered,1.0,1720,3
341941,User 1747,The Last of Us Remastered,0.8,1924,3
342003,User 2615,The Last of Us Remastered,1.0,1986,3
342061,User 2589,The Last of Us Remastered,1.0,2044,3
342130,User 1529,The Last of Us Remastered,1.0,2113,3
342143,User 708,The Last of Us Remastered,0.9,2126,3
342563,User 2069,The Last of Us Remastered,0.9,2546,3
343110,User 3065,The Last of Us Remastered,0.9,3093,3
343114,User 270,The Last of Us Remastered,0.9,3097,3
343195,User 3659,The Last of Us Remastered,1.0,3178,3
343216,User 3501,The Last of Us Remastered,0.9,3199,3
343239,User 3620,The Last of Us Remastered,1.0,3222,3
343288,User 3489,The Last of Us Remastered,0.9,3271,3
343316,User 3492,The Last of Us Remastered,0.9,3299,3
343392,User 3681,The Last of Us Remastered,0.9,3375,3
343413,User 3536,The Last of Us Remastered,1.0,3396,3
343425,User 3557,The Last of Us Remastered,1.0,3408,3
343428,User 3657,The Last of Us Remastered,0.1,3411,3
343453,User 3728,The Last of Us Remastered,1.0,3436,3
343719,User 3373,The Last of Us Remastered,1.0,3702,3
343729,User 3526,The Last of Us Remastered,1.0,3712,3
344182,User 4924,The Last of Us Remastered,1.0,4165,3
344190,User 4739,The Last of Us Remastered,1.0,4173,3
344196,User 4875,The Last of Us Remastered,1.0,4179,3
344197,User 4477,The Last of Us Remastered,1.0,4180,3
344205,User 4781,The Last of Us Remastered,1.0,4188,3
344216,User 4224,The Last of Us Remastered,1.0,4199,3
344234,User 4567,The Last of Us Remastered,1.0,4217,3
344245,User 5548,The Last of Us Remastered,1.0,4228,3
344256,User 5347,The Last of Us Remastered,1.0,4239,3
344260,User 4365,The Last of Us Remastered,1.0,4243,3
344262,User 4778,The Last of Us Remastered,0.9,4245,3
344281,User 4977,The Last of Us Remastered,1.0,4264,3
344282,User 4816,The Last of Us Remastered,0.9,4265,3
344292,User 5300,The Last of Us Remastered,1.0,4275,3
344297,User 4738,The Last of Us Remastered,1.0,4280,3
344300,User 4471,The Last of Us Remastered,1.0,4283,3
344315,User 4631,The Last of Us Remastered,0.2,4298,3
344325,User 4991,The Last of Us Remastered,0.9,4308,3
344396,User 5212,The Last of Us Remastered,0.9,4379,3
344412,User 5470,The Last of Us Remastered,0.9,4395,3
344431,User 4487,The Last of Us Remastered,1.0,4414,3
344445,User 4353,The Last of Us Remastered,1.0,4428,3
344461,User 4418,The Last of Us Remastered,1.0,4444,3
344464,User 5649,The Last of Us Remastered,1.0,4447,3
344466,User 4434,The Last of Us Remastered,0.9,4449,3
344471,User 4301,The Last of Us Remastered,1.0,4454,3
344483,User 4667,The Last of Us Remastered,0.0,4466,3
344490,User 5576,The Last of Us Remastered,1.0,4473,3
344506,User 4942,The Last of Us Remastered,0.8,4489,3
344514,User 4934,The Last of Us Remastered,0.8,4497,3
344515,User 5191,The Last of Us Remastered,0.8,4498,3
344529,User 4238,The Last of Us Remastered,1.0,4512,3
344533,User 4848,The Last of Us Remastered,0.6,4516,3
344536,User 5591,The Last of Us Remastered,1.0,4519,3
344554,User 4457,The Last of Us Remastered,1.0,4537,3
344563,User 5160,The Last of Us Remastered,1.0,4546,3
344572,User 4532,The Last of Us Remastered,1.0,4555,3
344586,User 4186,The Last of Us Remastered,1.0,4569,3
344599,User 4184,The Last of Us Remastered,1.0,4582,3
344601,User 5696,The Last of Us Remastered,1.0,4584,3
344606,User 5276,The Last of Us Remastered,0.6,4589,3
344623,User 5522,The Last of Us Remastered,0.9,4606,3
344634,User 5006,The Last of Us Remastered,1.0,4617,3
344636,User 4910,The Last of Us Remastered,1.0,4619,3
344668,User 4937,The Last of Us Remastered,1.0,4651,3
344676,User 4262,The Last of Us Remastered,1.0,4659,3
344680,User 4254,The Last of Us Remastered,1.0,4663,3
344703,User 5489,The Last of Us Remastered,0.8,4686,3
344704,User 5514,The Last of Us Remastered,0.9,4687,3
344714,User 4757,The Last of Us Remastered,1.0,4697,3
344735,User 5008,The Last of Us Remastered,1.0,4718,3
344748,User 4502,The Last of Us Remastered,1.0,4731,3
344751,User 5095,The Last of Us Remastered,1.0,4734,3
344753,User 4458,The Last of Us Remastered,1.0,4736,3
344779,User 4851,The Last of Us Remastered,1.0,4762,3
344825,User 5302,The Last of Us Remastered,1.0,4808,3
344839,User 5062,The Last of Us Remastered,1.0,4822,3
344897,User 4411,The Last of Us Remastered,1.0,4880,3
344910,User 4312,The Last of Us Remastered,1.0,4893,3
344920,User 5017,The Last of Us Remastered,1.0,4903,3
344940,User 4278,The Last of Us Remastered,1.0,4923,3
344942,User 4913,The Last of Us Remastered,1.0,4925,3
344953,User 4770,The Last of Us Remastered,0.9,4936,3
344954,User 5615,The Last of Us Remastered,1.0,4937,3
345005,User 5083,The Last of Us Remastered,1.0,4988,3
345006,User 5554,The Last of Us Remastered,0.9,4989,3
345012,User 4324,The Last of Us Remastered,1.0,4995,3
345020,User 4959,The Last of Us Remastered,1.0,5003,3
345027,User 5596,The Last of Us Remastered,1.0,5010,3
345031,User 4483,The Last of Us Remastered,1.0,5014,3
345055,User 5172,The Last of Us Remastered,1.0,5038,3
345110,User 4756,The Last of Us Remastered,1.0,5093,3
345114,User 5670,The Last of Us Remastered,0.5,5097,3
345115,User 4475,The Last of Us Remastered,1.0,5098,3
345142,User 5074,The Last of Us Remastered,0.9,5125,3
345167,User 4517,The Last of Us Remastered,1.0,5150,3
345190,User 5048,The Last of Us Remastered,1.0,5173,3
345197,User 5308,The Last of Us Remastered,1.0,5180,3
345205,User 5010,The Last of Us Remastered,1.0,5188,3
345212,User 4594,The Last of Us Remastered,0.0,5195,3
345214,User 4329,The Last of Us Remastered,1.0,5197,3
345224,User 5355,The Last of Us Remastered,1.0,5207,3
345226,User 5132,The Last of Us Remastered,0.8,5209,3
345245,User 4656,The Last of Us Remastered,0.0,5228,3
345259,User 4236,The Last of Us Remastered,1.0,5242,3
345264,User 4625,The Last of Us Remastered,1.0,5247,3
345277,User 4741,The Last of Us Remastered,0.9,5260,3
345279,User 5097,The Last of Us Remastered,0.9,5262,3
345295,User 5668,The Last of Us Remastered,1.0,5278,3
345297,User 4583,The Last of Us Remastered,1.0,5280,3
345313,User 4691,The Last of Us Remastered,0.9,5296,3
345315,User 4207,The Last of Us Remastered,1.0,5298,3
345316,User 4370,The Last of Us Remastered,1.0,5299,3
345339,User 5474,The Last of Us Remastered,1.0,5322,3
345344,User 4286,The Last of Us Remastered,1.0,5327,3
345347,User 4919,The Last of Us Remastered,1.0,5330,3
345370,User 5561,The Last of Us Remastered,1.0,5353,3
345377,User 4818,The Last of Us Remastered,0.8,5360,3
345393,User 5568,The Last of Us Remastered,0.8,5376,3
345398,User 5303,The Last of Us Remastered,1.0,5381,3
345414,User 4926,The Last of Us Remastered,1.0,5397,3
345437,User 4982,The Last of Us Remastered,1.0,5420,3
345442,User 4465,The Last of Us Remastered,0.8,5425,3
345450,User 5334,The Last of Us Remastered,1.0,5433,3
345510,User 5232,The Last of Us Remastered,1.0,5493,3
345512,User 5547,The Last of Us Remastered,1.0,5495,3
345521,User 5485,The Last of Us Remastered,0.6,5504,3
345524,User 5436,The Last of Us Remastered,1.0,5507,3
345539,User 4310,The Last of Us Remastered,1.0,5522,3
345582,User 4822,The Last of Us Remastered,1.0,5565,3
345593,User 4941,The Last of Us Remastered,1.0,5576,3
345597,User 5477,The Last of Us Remastered,1.0,5580,3
345620,User 4878,The Last of Us Remastered,1.0,5603,3
345632,User 4769,The Last of Us Remastered,1.0,5615,3
345654,User 4499,The Last of Us Remastered,1.0,5637,3
345683,User 4249,The Last of Us Remastered,1.0,5666,3
453373,User 1249,God of War,0.5,17,4
453460,User 2237,God of War,1.0,104,4
453519,User 2657,God of War,0.9,163,4
453751,User 652,God of War,1.0,395,4
453791,User 3123,God of War,0.9,435,4
454006,User 2480,God of War,0.9,650,4
454304,User 1782,God of War,0.9,948,4
454305,User 133,God of War,1.0,949,4
454315,User 171,God of War,1.0,959,4
454341,User 606,God of War,1.0,985,4
454342,User 1841,God of War,1.0,986,4
454369,User 1049,God of War,1.0,1013,4
454402,User 1800,God of War,0.9,1046,4
454426,User 1365,God of War,1.0,1070,4
454503,User 2386,God of War,1.0,1147,4
454557,User 1308,God of War,1.0,1201,4
454620,User 1764,God of War,0.8,1264,4
454647,User 1019,God of War,1.0,1291,4
455238,User 1771,God of War,0.8,1882,4
455322,User 1319,God of War,1.0,1966,4
455451,User 1183,God of War,1.0,2095,4
455536,User 2324,God of War,0.9,2180,4
455760,User 747,God of War,1.0,2404,4
455801,User 155,God of War,1.0,2445,4
455882,User 371,God of War,1.0,2526,4
455902,User 2069,God of War,1.0,2546,4
455956,User 973,God of War,0.8,2600,4
456008,User 1801,God of War,1.0,2652,4
456082,User 2816,God of War,1.0,2726,4
456267,User 252,God of War,0.9,2911,4
456666,User 3615,God of War,1.0,3310,4
456951,User 3708,God of War,0.9,3595,4
456990,User 3649,God of War,0.9,3634,4
457241,User 3788,God of War,0.9,3885,4
457528,User 5131,God of War,0.9,4172,4
457614,User 5359,God of War,1.0,4258,4
457689,User 4646,God of War,0.0,4333,4
458335,User 4597,God of War,0.4,4979,4
458409,User 5103,God of War,1.0,5053,4
458437,User 5423,God of War,1.0,5081,4
458460,User 5309,God of War,1.0,5104,4
458635,User 5263,God of War,1.0,5279,4
458833,User 5071,God of War,1.0,5477,4
458869,User 5091,God of War,1.0,5513,4
458968,User 5296,God of War,0.8,5612,4
459061,User 5750,God of War,0.5,5705,4
459074,User 6598,God of War,1.0,5718,4
459081,User 8811,God of War,0.9,5725,4
459112,User 6279,God of War,1.0,5756,4
459128,User 7226,God of War,1.0,5772,4
459143,User 7896,God of War,1.0,5787,4
459150,User 5762,God of War,0.6,5794,4
459151,User 7472,God of War,1.0,5795,4
459170,User 6275,God of War,1.0,5814,4
459171,User 8038,God of War,0.9,5815,4
459177,User 7055,God of War,1.0,5821,4
459187,User 8781,God of War,1.0,5831,4
459198,User 7900,God of War,1.0,5842,4
459212,User 7334,God of War,1.0,5856,4
459250,User 6372,God of War,1.0,5894,4
459263,User 8642,God of War,1.0,5907,4
459311,User 8809,God of War,1.0,5955,4
459375,User 7533,God of War,1.0,6019,4
459379,User 8808,God of War,1.0,6023,4
459381,User 6800,God of War,0.8,6025,4
459387,User 7250,God of War,1.0,6031,4
459451,User 8640,God of War,0.9,6095,4
459473,User 8662,God of War,0.9,6117,4
459479,User 6836,God of War,1.0,6123,4
459502,User 8249,God of War,1.0,6146,4
459506,User 6159,God of War,1.0,6150,4
459517,User 7176,God of War,1.0,6161,4
459553,User 8195,God of War,1.0,6197,4
459556,User 5978,God of War,1.0,6200,4
459651,User 7364,God of War,1.0,6295,4
459680,User 5785,God of War,0.6,6324,4
459715,User 7699,God of War,1.0,6359,4
459716,User 7589,God of War,1.0,6360,4
459717,User 8735,God of War,1.0,6361,4
459762,User 8320,God of War,0.9,6406,4
459785,User 5962,God of War,1.0,6429,4
459787,User 7137,God of War,0.8,6431,4
459820,User 8292,God of War,1.0,6464,4
459860,User 8005,God of War,0.7,6504,4
459875,User 6606,God of War,1.0,6519,4
459878,User 8041,God of War,1.0,6522,4
459928,User 6804,God of War,0.9,6572,4
459970,User 6341,God of War,1.0,6614,4
459989,User 7062,God of War,0.8,6633,4
460033,User 6129,God of War,1.0,6677,4
460078,User 5739,God of War,0.2,6722,4
460128,User 6073,God of War,0.8,6772,4
460129,User 8084,God of War,1.0,6773,4
460152,User 5722,God of War,0.3,6796,4
460156,User 7253,God of War,1.0,6800,4
460171,User 7221,God of War,1.0,6815,4
460281,User 7290,God of War,0.8,6925,4
460315,User 5814,God of War,0.6,6959,4
460383,User 8197,God of War,1.0,7027,4
460416,User 8810,God of War,1.0,7060,4
460426,User 7374,God of War,1.0,7070,4
460430,User 7294,God of War,1.0,7074,4
460442,User 5864,God of War,0.0,7086,4
460460,User 5930,God of War,1.0,7104,4
460475,User 5893,God of War,1.0,7119,4
460517,User 5983,God of War,1.0,7161,4
460528,User 6032,God of War,1.0,7172,4
460577,User 8698,God of War,0.9,7221,4
460639,User 8295,God of War,1.0,7283,4
460657,User 7854,God of War,0.9,7301,4
460664,User 7826,God of War,1.0,7308,4
460676,User 6270,God of War,1.0,7320,4
460691,User 8719,God of War,1.0,7335,4
460715,User 6955,God of War,1.0,7359,4
460811,User 6162,God of War,1.0,7455,4
460813,User 6512,God of War,1.0,7457,4
460833,User 8703,God of War,1.0,7477,4
460850,User 6540,God of War,1.0,7494,4
460867,User 8429,God of War,1.0,7511,4
460874,User 8055,God of War,0.8,7518,4
460902,User 5728,God of War,0.1,7546,4
460951,User 6012,God of War,0.1,7595,4
460964,User 6984,God of War,1.0,7608,4
461018,User 8229,God of War,1.0,7662,4
461053,User 5804,God of War,0.7,7697,4
461055,User 7307,God of War,1.0,7699,4
461069,User 7057,God of War,1.0,7713,4
461076,User 7665,God of War,0.9,7720,4
461090,User 8490,God of War,1.0,7734,4
461109,User 8805,God of War,1.0,7753,4
461177,User 8284,God of War,1.0,7821,4
461192,User 5802,God of War,0.0,7836,4
461202,User 7538,God of War,1.0,7846,4
461206,User 7332,God of War,1.0,7850,4
461348,User 7240,God of War,1.0,7992,4
461404,User 6838,God of War,1.0,8048,4
461406,User 6611,God of War,1.0,8050,4
461410,User 8761,God of War,1.0,8054,4
461413,User 7245,God of War,1.0,8057,4
461474,User 7674,God of War,1.0,8118,4
461535,User 7071,God of War,1.0,8179,4
461564,User 8113,God of War,1.0,8208,4
461569,User 6118,God of War,1.0,8213,4
461583,User 7480,God of War,1.0,8227,4
461585,User 6803,God of War,0.9,8229,4
461642,User 6616,God of War,1.0,8286,4
461726,User 5891,God of War,1.0,8370,4
461756,User 8709,God of War,1.0,8400,4
461774,User 6535,God of War,1.0,8418,4
461785,User 8544,God of War,1.0,8429,4
461795,User 8380,God of War,1.0,8439,4
461799,User 8574,God of War,0.9,8443,4
461822,User 8507,God of War,1.0,8466,4
461827,User 8101,God of War,0.8,8471,4
461855,User 7993,God of War,1.0,8499,4
461868,User 8422,God of War,0.9,8512,4
461869,User 6974,God of War,1.0,8513,4
461917,User 7425,God of War,1.0,8561,4
461937,User 8121,God of War,1.0,8581,4
461945,User 7370,God of War,1.0,8589,4
461966,User 6964,God of War,1.0,8610,4
461997,User 7429,God of War,1.0,8641,4
462015,User 6415,God of War,1.0,8659,4
462025,User 5996,God of War,1.0,8669,4
462033,User 6401,God of War,1.0,8677,4
462082,User 6812,God of War,1.0,8726,4
462090,User 6637,God of War,1.0,8734,4
462095,User 6462,God of War,0.9,8739,4
462105,User 7821,God of War,1.0,8749,4
462119,User 8529,God of War,1.0,8763,4
462133,User 6406,God of War,1.0,8777,4
462153,User 7019,God of War,1.0,8797,4
566909,User 2316,The Last of Us Part II,0.0,214,5
567015,User 2941,The Last of Us Part II,0.2,320,5
567047,User 2989,The Last of Us Part II,0.0,352,5
567155,User 2829,The Last of Us Part II,0.0,460,5
567461,User 1534,The Last of Us Part II,1.0,766,5
567559,User 521,The Last of Us Part II,0.4,864,5
567566,User 3060,The Last of Us Part II,0.0,871,5
567581,User 186,The Last of Us Part II,0.0,886,5
567664,User 2575,The Last of Us Part II,0.0,969,5
567810,User 2440,The Last of Us Part II,0.1,1115,5
